timestamp,src_ip,dst_ip,hostname,username,alert_type,tactic,campaign_id,protocol,service,flag,src_bytes,dst_bytes,stage
2024-01-01 03:10:00,10.0.68.1,192.168.254.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,324,2302,Normal
2024-01-01 03:15:00,10.0.0.1,192.168.0.1,host-014.local,unknown@domain.com,attack,Impact,24,tcp,uucp_path,S0,0,0,Stage_4
2024-01-01 03:20:00,10.0.0.1,192.168.0.1,host-067.local,unknown@domain.com,attack,Impact,24,tcp,ftp_data,S0,0,0,Stage_0
2024-01-01 03:25:00,10.0.0.1,192.168.0.1,host-873.local,unknown@domain.com,attack,Impact,24,tcp,Z39_50,S0,0,0,Stage_1
2024-01-01 03:30:00,10.2.55.1,192.168.116.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,1591,372,Normal
2024-01-01 03:35:00,10.92.146.1,192.168.105.1,host-638.local,unknown@domain.com,normal,None,45,udp,other,SF,146,105,Normal
2024-01-01 03:40:00,10.0.34.1,192.168.190.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,290,3006,Normal
2024-01-01 03:45:00,10.0.0.1,192.168.0.1,host-436.local,unknown@domain.com,attack,Impact,24,tcp,csnet_ns,S0,0,0,Stage_0
2024-01-01 03:50:00,10.0.28.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,26,udp,private,SF,28,0,Stage_1
2024-01-01 03:55:00,10.0.255.1,192.168.93.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,255,861,Normal
2024-01-01 04:00:00,10.0.78.1,192.168.0.1,host-067.local,user_09@domain.com,attack,Command and Control,22,tcp,ftp_data,SF,334,0,Stage_3
2024-01-01 04:05:00,10.0.0.1,192.168.0.1,host-067.local,unknown@domain.com,attack,Impact,24,tcp,ftp_data,S0,0,0,Stage_4
2024-01-01 04:10:00,10.0.46.1,192.168.242.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,302,498,Normal
2024-01-01 04:15:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_1
2024-01-01 04:20:00,10.0.28.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,26,udp,private,SF,28,0,Stage_2
2024-01-01 04:25:00,10.0.220.1,192.168.118.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,220,1398,Normal
2024-01-01 04:30:00,10.0.43.1,192.168.69.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,43,69,Normal
2024-01-01 04:35:00,10.0.44.1,192.168.133.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,44,133,Normal
2024-01-01 04:40:00,10.0.8.1,192.168.0.1,host-595.local,unknown@domain.com,attack,Reconnaissance,22,icmp,eco_i,SF,8,0,Stage_1
2024-01-01 04:45:00,10.0.0.1,192.168.0.1,host-985.local,unknown@domain.com,attack,Impact,24,tcp,uucp,S0,0,0,Stage_2
2024-01-01 04:50:00,10.0.0.1,192.168.0.1,host-901.local,unknown@domain.com,attack,Impact,24,tcp,finger,S0,0,0,Stage_3
2024-01-01 04:55:00,10.0.43.1,192.168.43.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,43,43,Normal
2024-01-01 05:00:00,10.0.129.1,192.168.0.1,host-067.local,user_09@domain.com,normal,None,45,tcp,ftp_data,SF,641,0,Normal
2024-01-01 05:05:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_1
2024-01-01 05:10:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Reconnaissance,21,tcp,private,REJ,0,0,Stage_2
2024-01-01 05:15:00,10.0.54.1,192.168.234.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,310,2794,Normal
2024-01-01 05:20:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_4
2024-01-01 05:25:00,10.0.184.1,192.168.77.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,696,333,Normal
2024-01-01 05:30:00,10.0.0.1,192.168.0.1,host-145.local,unknown@domain.com,attack,Reconnaissance,45,tcp,netbios_dgm,RSTR,0,0,Stage_1
2024-01-01 05:35:00,10.0.0.1,192.168.0.1,host-943.local,unknown@domain.com,attack,Impact,24,tcp,http,S0,0,0,Stage_2
2024-01-01 05:40:00,10.0.0.1,192.168.0.1,host-145.local,unknown@domain.com,attack,Impact,24,tcp,netbios_dgm,REJ,0,0,Stage_3
2024-01-01 05:45:00,10.0.0.1,192.168.0.1,host-708.local,unknown@domain.com,attack,Impact,24,tcp,supdup,S0,0,0,Stage_4
2024-01-01 05:50:00,10.0.221.1,192.168.62.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,221,2878,Normal
2024-01-01 05:55:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_1
2024-01-01 06:00:00,10.0.181.1,192.168.0.1,host-975.local,unknown@domain.com,normal,None,45,icmp,urp_i,SF,181,0,Normal
2024-01-01 06:05:00,10.0.42.1,192.168.42.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,42,42,Normal
2024-01-01 06:10:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_4
2024-01-01 06:15:00,10.0.12.1,192.168.0.1,host-067.local,user_09@domain.com,normal,None,45,tcp,ftp_data,SF,12,0,Normal
2024-01-01 06:20:00,10.0.0.1,192.168.0.1,host-295.local,unknown@domain.com,attack,Impact,24,tcp,auth,S0,0,0,Stage_1
2024-01-01 06:25:00,10.0.210.1,192.168.230.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,210,2790,Normal
2024-01-01 06:30:00,10.0.65.1,192.168.51.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,321,5683,Normal
2024-01-01 06:35:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_4
2024-01-01 06:40:00,10.0.73.1,192.168.142.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,329,3982,Normal
2024-01-01 06:45:00,10.0.0.1,192.168.0.1,host-014.local,unknown@domain.com,attack,Impact,24,tcp,uucp_path,REJ,0,0,Stage_1
2024-01-01 06:50:00,10.0.0.1,192.168.0.1,host-397.local,unknown@domain.com,attack,Impact,24,tcp,domain,S0,0,0,Stage_2
2024-01-01 06:55:00,10.0.8.1,192.168.0.1,host-595.local,unknown@domain.com,attack,Reconnaissance,4,icmp,eco_i,SF,8,0,Stage_3
2024-01-01 07:00:00,10.0.64.1,192.168.123.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,320,379,Normal
2024-01-01 07:05:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_0
2024-01-01 07:10:00,10.0.225.1,192.168.178.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,225,3762,Normal
2024-01-01 07:15:00,10.0.0.1,192.168.0.1,host-061.local,unknown@domain.com,attack,Impact,24,tcp,ftp,S0,0,0,Stage_2
2024-01-01 07:20:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_3
2024-01-01 07:25:00,10.59.146.1,192.168.105.1,host-638.local,unknown@domain.com,normal,None,45,udp,other,SF,146,105,Normal
2024-01-01 07:30:00,10.0.247.1,192.168.136.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,247,1416,Normal
2024-01-01 07:35:00,10.0.97.1,192.168.203.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,353,1483,Normal
2024-01-01 07:40:00,10.0.44.1,192.168.44.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,44,44,Normal
2024-01-01 07:45:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,REJ,0,0,Stage_3
2024-01-01 07:50:00,10.0.0.1,192.168.0.1,host-436.local,unknown@domain.com,attack,Impact,24,tcp,csnet_ns,S0,0,0,Stage_4
2024-01-01 07:55:00,10.2.249.1,192.168.75.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,3065,331,Normal
2024-01-01 08:00:00,10.0.102.1,192.168.102.1,host-638.local,unknown@domain.com,normal,None,45,udp,other,SF,102,102,Normal
2024-01-01 08:05:00,10.0.3.1,192.168.238.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,259,750,Normal
2024-01-01 08:10:00,10.58.147.1,192.168.105.1,host-638.local,unknown@domain.com,normal,None,45,udp,other,SF,147,105,Normal
2024-01-01 08:15:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_4
2024-01-01 08:20:00,10.0.0.1,192.168.98.1,host-943.local,unknown@domain.com,normal,None,45,tcp,http,SF,0,354,Normal
2024-01-01 08:25:00,10.0.53.1,192.168.50.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,309,306,Normal
2024-01-01 08:30:00,10.0.0.1,192.168.0.1,host-943.local,unknown@domain.com,normal,None,45,tcp,http,REJ,0,0,Normal
2024-01-01 08:35:00,10.0.22.1,192.168.59.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,278,7227,Normal
2024-01-01 08:40:00,10.0.28.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,26,udp,private,SF,28,0,Stage_4
2024-01-01 08:45:00,10.0.57.1,192.168.249.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,313,761,Normal
2024-01-01 08:50:00,10.0.219.1,192.168.188.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,219,1212,Normal
2024-01-01 08:55:00,10.0.245.1,192.168.205.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,245,9165,Normal
2024-01-01 09:00:00,10.0.72.1,192.168.195.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,328,2243,Normal
2024-01-01 09:05:00,10.0.0.1,192.168.0.1,host-943.local,unknown@domain.com,normal,None,45,tcp,http,REJ,0,0,Normal
2024-01-01 09:10:00,10.0.251.1,192.168.45.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,251,301,Normal
2024-01-01 09:15:00,10.0.41.1,192.168.79.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,2089,335,Normal
2024-01-01 09:20:00,10.0.0.1,192.168.0.1,host-943.local,unknown@domain.com,normal,None,45,tcp,http,REJ,0,0,Normal
2024-01-01 09:25:00,10.0.237.1,192.168.255.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,237,511,Normal
2024-01-01 09:30:00,10.0.68.1,192.168.175.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,324,431,Normal
2024-01-01 09:35:00,10.94.1.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Reconnaissance,45,tcp,private,RSTR,1,0,Stage_0
2024-01-01 09:40:00,10.0.0.1,192.168.0.1,host-873.local,unknown@domain.com,attack,Impact,24,tcp,Z39_50,REJ,0,0,Stage_1
2024-01-01 09:45:00,10.0.105.1,192.168.145.1,host-517.local,unknown@domain.com,normal,None,45,udp,private,SF,105,145,Normal
2024-01-01 09:50:00,10.0.218.1,192.168.206.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,218,974,Normal
2024-01-01 09:55:00,10.0.69.1,192.168.89.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,325,2649,Normal
2024-01-01 10:00:00,10.0.0.1,192.168.0.1,host-014.local,unknown@domain.com,attack,Impact,24,tcp,uucp_path,REJ,0,0,Stage_0
2024-01-01 10:05:00,10.0.0.1,192.168.0.1,host-838.local,unknown@domain.com,attack,Impact,24,tcp,bgp,REJ,0,0,Stage_1
2024-01-01 10:10:00,10.0.0.1,192.168.0.1,host-436.local,unknown@domain.com,attack,Impact,24,tcp,csnet_ns,S0,0,0,Stage_2
2024-01-01 10:15:00,10.240.72.1,192.168.19.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,328,275,Normal
2024-01-01 10:20:00,10.0.0.1,192.168.0.1,host-838.local,unknown@domain.com,attack,Impact,24,tcp,bgp,S0,0,0,Stage_4
2024-01-01 10:25:00,10.0.9.1,192.168.138.1,host-901.local,unknown@domain.com,normal,None,45,tcp,finger,SF,9,138,Normal
2024-01-01 10:30:00,10.0.46.1,192.168.46.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,46,46,Normal
2024-01-01 10:35:00,10.1.55.1,192.168.78.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,1079,334,Normal
2024-01-01 10:40:00,10.0.45.1,192.168.139.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,45,139,Normal
2024-01-01 10:45:00,10.26.17.1,192.168.135.1,host-061.local,user_09@domain.com,normal,None,45,tcp,ftp,SF,273,903,Normal
2024-01-01 10:50:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_0
2024-01-01 10:55:00,10.0.0.1,192.168.0.1,host-560.local,unknown@domain.com,attack,Impact,24,tcp,ldap,REJ,0,0,Stage_1
2024-01-01 11:00:00,10.0.237.1,192.168.138.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,237,138,Normal
2024-01-01 11:05:00,10.0.225.1,192.168.77.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,225,1357,Normal
2024-01-01 11:10:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_4
2024-01-01 11:15:00,10.0.0.1,192.168.0.1,host-708.local,unknown@domain.com,attack,Impact,24,tcp,supdup,S0,0,0,Stage_0
2024-01-01 11:20:00,10.0.147.1,192.168.0.1,host-638.local,unknown@domain.com,normal,None,45,udp,other,SF,147,0,Normal
2024-01-01 11:25:00,10.0.6.1,192.168.243.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,262,1011,Normal
2024-01-01 11:30:00,10.0.8.1,192.168.0.1,host-881.local,unknown@domain.com,attack,Impact,5,icmp,ecr_i,SF,1032,0,Stage_3
2024-01-01 11:35:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_4
2024-01-01 11:40:00,10.0.5.1,192.168.220.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,261,8412,Normal
2024-01-01 11:45:00,10.0.0.1,192.168.0.1,host-838.local,unknown@domain.com,attack,Impact,24,tcp,bgp,REJ,0,0,Stage_1
2024-01-01 11:50:00,10.0.0.1,192.168.0.1,host-145.local,unknown@domain.com,attack,Impact,24,tcp,netbios_dgm,REJ,0,0,Stage_2
2024-01-01 11:55:00,10.0.38.1,192.168.183.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,294,1719,Normal
2024-01-01 12:00:00,10.0.221.1,192.168.213.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,221,981,Normal
2024-01-01 12:05:00,10.0.28.1,192.168.112.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,284,10352,Normal
2024-01-01 12:10:00,10.0.0.1,192.168.0.1,host-357.local,unknown@domain.com,attack,Reconnaissance,22,tcp,gopher,SH,0,0,Stage_1
2024-01-01 12:15:00,10.0.53.1,192.168.224.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,309,16096,Normal
2024-01-01 12:20:00,10.0.78.1,192.168.0.1,host-067.local,user_09@domain.com,attack,Command and Control,22,tcp,ftp_data,SF,334,0,Stage_3
2024-01-01 12:25:00,10.0.0.1,192.168.0.1,host-409.local,unknown@domain.com,attack,Impact,24,tcp,telnet,S0,0,0,Stage_4
2024-01-01 12:30:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_0
2024-01-01 12:35:00,10.0.214.1,192.168.27.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,214,283,Normal
2024-01-01 12:40:00,10.0.0.1,192.168.0.1,host-847.local,unknown@domain.com,attack,Impact,24,tcp,vmnet,S0,0,0,Stage_2
2024-01-01 12:45:00,10.0.0.1,192.168.0.1,host-027.local,unknown@domain.com,attack,Impact,24,tcp,systat,S0,0,0,Stage_3
2024-01-01 12:50:00,10.0.0.1,192.168.0.1,host-684.local,unknown@domain.com,attack,Impact,24,tcp,http_443,S0,0,0,Stage_4
2024-01-01 12:55:00,10.0.46.1,192.168.78.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,46,78,Normal
2024-01-01 13:00:00,10.0.236.1,192.168.0.1,host-067.local,user_09@domain.com,normal,None,45,tcp,ftp_data,SF,748,0,Normal
2024-01-01 13:05:00,10.0.0.1,192.168.0.1,host-360.local,unknown@domain.com,attack,Impact,24,tcp,efs,S0,0,0,Stage_2
2024-01-01 13:10:00,10.0.8.1,192.168.0.1,host-595.local,unknown@domain.com,attack,Reconnaissance,4,icmp,eco_i,SF,8,0,Stage_3
2024-01-01 13:15:00,10.0.0.1,192.168.0.1,host-101.local,unknown@domain.com,attack,Impact,24,tcp,whois,S0,0,0,Stage_4
2024-01-01 13:20:00,10.0.73.1,192.168.245.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,329,8437,Normal
2024-01-01 13:25:00,10.0.9.1,192.168.0.1,host-067.local,user_09@domain.com,normal,None,45,tcp,ftp_data,SF,9,0,Normal
2024-01-01 13:30:00,10.0.46.1,192.168.128.1,host-698.local,unknown@domain.com,normal,None,45,udp,domain_u,SF,46,128,Normal
2024-01-01 13:35:00,10.0.230.1,192.168.0.1,host-067.local,user_09@domain.com,normal,None,45,tcp,ftp_data,SF,1766,0,Normal
2024-01-01 13:40:00,10.0.0.1,192.168.0.1,host-144.local,unknown@domain.com,attack,Impact,24,tcp,remote_job,S0,0,0,Stage_4
2024-01-01 13:45:00,10.55.1.1,192.168.0.1,host-638.local,unknown@domain.com,attack,Reconnaissance,45,tcp,other,RSTR,1,0,Stage_0
2024-01-01 13:50:00,10.7.8.1,192.168.135.1,host-901.local,unknown@domain.com,normal,None,45,tcp,finger,SF,8,135,Normal
2024-01-01 13:55:00,10.0.10.1,192.168.17.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,266,529,Normal
2024-01-01 14:00:00,10.0.245.1,192.168.0.1,host-067.local,unknown@domain.com,normal,None,45,tcp,ftp_data,SF,245,0,Normal
2024-01-01 14:05:00,10.0.39.1,192.168.209.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,295,465,Normal
2024-01-01 14:10:00,10.0.0.1,192.168.0.1,host-357.local,unknown@domain.com,attack,Impact,24,tcp,gopher,S0,0,0,Stage_0
2024-01-01 14:15:00,10.0.228.1,192.168.178.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,228,6834,Normal
2024-01-01 14:20:00,10.0.8.1,192.168.0.1,host-881.local,unknown@domain.com,attack,Impact,5,icmp,ecr_i,SF,1032,0,Stage_2
2024-01-01 14:25:00,10.0.0.1,192.168.0.1,host-330.local,unknown@domain.com,attack,Impact,24,tcp,imap4,REJ,0,0,Stage_3
2024-01-01 14:30:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_4
2024-01-01 14:35:00,10.0.0.1,192.168.0.1,host-101.local,unknown@domain.com,attack,Impact,24,tcp,whois,S0,0,0,Stage_0
2024-01-01 14:40:00,10.0.0.1,192.168.0.1,host-943.local,unknown@domain.com,normal,None,45,tcp,http,REJ,0,0,Normal
2024-01-01 14:45:00,10.0.0.1,192.168.0.1,host-638.local,unknown@domain.com,attack,Reconnaissance,21,tcp,other,REJ,0,0,Stage_2
2024-01-01 14:50:00,10.0.1.1,192.168.0.1,host-638.local,unknown@domain.com,attack,Reconnaissance,21,udp,other,SF,1,0,Stage_3
2024-01-01 14:55:00,10.0.0.1,192.168.0.1,host-774.local,unknown@domain.com,attack,Impact,24,tcp,iso_tsap,S0,0,0,Stage_4
2024-01-01 15:00:00,10.0.30.1,192.168.0.1,host-881.local,unknown@domain.com,normal,None,45,icmp,ecr_i,SF,30,0,Normal
2024-01-01 15:05:00,10.1.30.1,192.168.77.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,2078,333,Normal
2024-01-01 15:10:00,10.0.19.1,192.168.0.1,host-067.local,unknown@domain.com,normal,None,45,tcp,ftp_data,SF,19,0,Normal
2024-01-01 15:15:00,10.0.149.1,192.168.73.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,661,329,Normal
2024-01-01 15:20:00,10.0.28.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,26,udp,private,SF,28,0,Stage_4
2024-01-01 15:25:00,10.0.0.1,192.168.0.1,host-067.local,unknown@domain.com,attack,Impact,24,tcp,ftp_data,S0,0,0,Stage_0
2024-01-01 15:30:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_1
2024-01-01 15:35:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_2
2024-01-01 15:40:00,10.0.51.1,192.168.108.1,host-538.local,user_09@domain.com,normal,None,45,tcp,smtp,SF,1075,364,Normal
2024-01-01 15:45:00,10.0.223.1,192.168.144.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,223,656,Normal
2024-01-01 15:50:00,10.55.94.1,192.168.161.1,host-061.local,user_09@domain.com,attack,Command and Control,22,tcp,ftp,SF,350,1185,Stage_0
2024-01-01 15:55:00,10.0.233.1,192.168.166.1,host-943.local,user_09@domain.com,normal,None,45,tcp,http,SF,233,2470,Normal
2024-01-01 16:00:00,10.0.0.1,192.168.0.1,host-517.local,unknown@domain.com,attack,Impact,24,tcp,private,S0,0,0,Stage_2
